MERGE Category,Data Source,Original Variable Name,Modified Variable Name/Label,Unit,MERGE Pre-Calculation,Description,Selected Value (Areal Calculation),Temperal Coverage,Temperal Resolution,Geo Coverage,Original DB Table Name,Original Data Source
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_95_99_count,Total Female Population Aged 95-99 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 95-99",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_f_100_2022_count,Total Female Population Aged 100+ (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Female, Age 100+",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_0_4_count,Total Male Population Aged 0-4 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 0-4",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_5_9_count,Total Male Population Aged 5-9 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 5-9",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_10_14_count,Total Male Population Aged 10-14 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 10-14",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_15_19_count,Total Male Population Aged 15-19 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 15-19",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_20_24_count,Total Male Population Aged 20-24 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 20-24",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_25_29_count,Total Male Population Aged 25-29 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 25-29",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_30_34_count,Total Male Population Aged 30-34 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 30-34",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_35_39_count,Total Male Population Aged 35-39 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 35-39",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_40_44_count,Total Male Population Aged 40-44 (2021-2022),Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 40-44",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_45_49_count,Total Male Population Aged 45-49 (2021-2022) ,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 45-49",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_50_54_count,Total Male Population Aged 50-54 (2021-2022) ,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 50-54",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_55_59_count,Total Male Population Aged 55-59 (2021-2022) ,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 55-59",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_60_64_count,Total Male Population Aged 60-64 (2021-2022) ,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 60-64",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_65_69_count,Total Male Population Aged 65-69 (2021-2022) ,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 65-69",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_70_74_count,Total Male Population Aged 70-74 (2021-2022) ,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 70-74",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_75_79_count,Total Male Population Aged 75-79 (2021-2022) ,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 75-79",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_80_84_count,Total Male Population Aged 80-84 (2021-2022) ,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 80-84",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_85_89_count,Total Male Population Aged 85-89 (2021-2022) ,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 85-89",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_90_94_count,Total Male Population Aged 90-94 (2021-2022) ,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 90-94",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_95_99_count,Total Male Population Aged 95-99 (2021-2022) ,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 95-99",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Socio-demographic Indicators,WorldPop - Population Count Age Sex - Unconstrained - v2021-2022,2021_2022_population_sex_age_m_100_2022_count,Total Male Population Aged 100+ (2021-2022) ,Number of people,-,"Estimates of total number of people per grid square broken down by sex and age groupings (version 2021-2022): Male, Age 100+",Sum of area,"2010, 2019, 2020, 2022",Yearly,Admin Level 0-1,geospatial_data_worldpop_age_sex,WorldPop
Geo Data,GADM - v4.1,gid,,-,-,GADM Admin Area ID,-,-,-,Admin Level 0-2,gadm_combined,
